order_id,order_date,order_time,crop_type,state,season,quantity_quintals,price_per_quintal_inr,total_value_inr,quality_grade,buyer_type,buyer_id,status,payment_status,created_timestamp
ORD-00000580,25-06-2024,56:17.3,groundnut,Madhya Pradesh,kharif,260.27,5367.07,1396861.5,C,processor,BUYER-00160,pending,partial,2024-06-25T10:56:17.336399
ORD-00000581,25-06-2024,56:17.3,groundnut,Uttar Pradesh,kharif,310.12,4820.74,1494987.12,B,retailer,BUYER-00077,pending,partial,2024-06-25T10:56:17.336399
ORD-00000582,25-06-2024,56:17.3,groundnut,Gujarat,kharif,254.01,5194.96,1319578.54,C,exporter,BUYER-00770,completed,paid,2024-06-25T10:56:17.336399
ORD-00000583,26-06-2024,56:17.3,soybean,Rajasthan,kharif,588.9,4737.39,2789866.4,A,exporter,BUYER-00554,delivered,pending,2024-06-26T10:56:17.336399
ORD-00000584,26-06-2024,56:17.3,sunflower,Rajasthan,kharif,384.42,4048.06,1556158.56,A,trader,BUYER-00753,pending,paid,2024-06-26T10:56:17.336399
ORD-00000585,26-06-2024,56:17.3,groundnut,Haryana,kharif,38.38,4952.1,190082.9,C,trader,BUYER-00302,pending,paid,2024-06-26T10:56:17.336399
ORD-00000586,26-06-2024,56:17.3,sunflower,Karnataka,kharif,92.98,4055.75,377084.5,C,retailer,BUYER-00554,pending,pending,2024-06-26T10:56:17.336399
ORD-00000587,27-06-2024,56:17.3,sunflower,Bihar,kharif,458.13,3531.98,1618097.97,A,retailer,BUYER-00741,delivered,pending,2024-06-27T10:56:17.336399
ORD-00000588,27-06-2024,56:17.3,soybean,Karnataka,kharif,633.34,4084.02,2586574.81,B,processor,BUYER-00648,pending,paid,2024-06-27T10:56:17.336399
ORD-00000589,27-06-2024,56:17.3,sunflower,Telangana,kharif,278.81,3621.66,1009750.33,A,exporter,BUYER-00999,pending,pending,2024-06-27T10:56:17.336399
ORD-00000590,27-06-2024,56:17.3,sunflower,Haryana,kharif,81.89,3821.73,312963.82,C,retailer,BUYER-00642,delivered,paid,2024-06-27T10:56:17.336399
ORD-00000591,28-06-2024,56:17.3,soybean,Punjab,kharif,150.56,4689.23,705987.16,A,processor,BUYER-00776,delivered,paid,2024-06-28T10:56:17.336399
ORD-00000592,28-06-2024,56:17.3,soybean,Maharashtra,kharif,811.78,4703.68,3818379.41,B,trader,BUYER-00812,pending,partial,2024-06-28T10:56:17.336399
ORD-00000593,29-06-2024,56:17.3,sesame,Gujarat,kharif,351.43,5896.13,2072085.78,B,exporter,BUYER-00130,completed,partial,2024-06-29T10:56:17.336399
ORD-00000594,29-06-2024,56:17.3,sesame,Haryana,kharif,459.56,6815.59,3132192.34,C,retailer,BUYER-00209,delivered,paid,2024-06-29T10:56:17.336399
ORD-00000595,30-06-2024,56:17.3,sunflower,Madhya Pradesh,kharif,436.37,3760.33,1640894.21,C,retailer,BUYER-00264,completed,partial,2024-06-30T10:56:17.336399
ORD-00000596,30-06-2024,56:17.3,sunflower,Gujarat,kharif,373.46,3331.19,1244056.37,C,processor,BUYER-00453,delivered,partial,2024-06-30T10:56:17.336399
ORD-00000597,30-06-2024,56:17.3,mustard,Odisha,kharif,65.73,5073.61,333498.47,A,processor,BUYER-00311,completed,paid,2024-06-30T10:56:17.336399
ORD-00000598,30-06-2024,56:17.3,mustard,Madhya Pradesh,kharif,174.67,4219.21,736984.79,B,processor,BUYER-00633,delivered,partial,2024-06-30T10:56:17.336399
ORD-00000599,01-07-2024,56:17.3,groundnut,Madhya Pradesh,kharif,449.6,4962.21,2230985.86,A,retailer,BUYER-00908,pending,paid,2024-07-01T10:56:17.336399
ORD-00000600,01-07-2024,56:17.3,groundnut,Uttar Pradesh,kharif,452.23,5160.82,2333888.58,B,trader,BUYER-00542,completed,pending,2024-07-01T10:56:17.336399
ORD-00000601,01-07-2024,56:17.3,groundnut,Odisha,kharif,105.8,5042.93,533544.7,B,processor,BUYER-00104,completed,pending,2024-07-01T10:56:17.336399
ORD-00000602,01-07-2024,56:17.3,mustard,Andhra Pradesh,kharif,22.42,5141.54,115296.49,C,processor,BUYER-00248,delivered,partial,2024-07-01T10:56:17.336399
ORD-00000603,02-07-2024,56:17.3,sesame,Bihar,kharif,452.93,6540.87,2962582.98,A,exporter,BUYER-00966,delivered,partial,2024-07-02T10:56:17.336399
ORD-00000604,02-07-2024,56:17.3,sunflower,Maharashtra,kharif,258.45,4128.21,1066923.79,B,retailer,BUYER-00800,delivered,paid,2024-07-02T10:56:17.336399
ORD-00000605,03-07-2024,56:17.3,sunflower,Madhya Pradesh,kharif,373.04,3807.8,1420457.7,C,processor,BUYER-00500,completed,partial,2024-07-03T10:56:17.336399
ORD-00000606,03-07-2024,56:17.3,sesame,Maharashtra,kharif,633.09,5595.51,3542478.02,A,processor,BUYER-00481,completed,paid,2024-07-03T10:56:17.336399
ORD-00000607,04-07-2024,56:17.3,mustard,Telangana,kharif,75.78,4598.6,348483,B,retailer,BUYER-00341,completed,paid,2024-07-04T10:56:17.336399
ORD-00000608,04-07-2024,56:17.3,sesame,Odisha,kharif,153.97,5991.16,922470.01,C,exporter,BUYER-00449,completed,pending,2024-07-04T10:56:17.336399
ORD-00000609,04-07-2024,56:17.3,groundnut,Gujarat,kharif,149.99,5039.29,755836.99,C,trader,BUYER-00407,delivered,paid,2024-07-04T10:56:17.336399
ORD-00000610,04-07-2024,56:17.3,sesame,Telangana,kharif,563.2,7228.01,4070813.98,A,processor,BUYER-00262,completed,paid,2024-07-04T10:56:17.336399
ORD-00000611,05-07-2024,56:17.3,sesame,Maharashtra,kharif,577.47,6645.45,3837535.9,B,processor,BUYER-00316,delivered,pending,2024-07-05T10:56:17.336399
ORD-00000612,05-07-2024,56:17.3,sunflower,Telangana,kharif,561.35,3467.7,1946598.1,A,exporter,BUYER-00239,completed,pending,2024-07-05T10:56:17.336399
ORD-00000613,05-07-2024,56:17.3,groundnut,Andhra Pradesh,kharif,139.07,5261.98,731774.03,C,trader,BUYER-00429,pending,partial,2024-07-05T10:56:17.336399
ORD-00000614,05-07-2024,56:17.3,groundnut,Uttar Pradesh,kharif,203.58,5789.64,1178643.57,B,exporter,BUYER-00670,completed,partial,2024-07-05T10:56:17.336399
ORD-00000615,06-07-2024,56:17.3,sesame,Karnataka,kharif,544.72,7065.56,3848749.28,A,processor,BUYER-00948,delivered,paid,2024-07-06T10:56:17.336399
ORD-00000616,06-07-2024,56:17.3,groundnut,Haryana,kharif,351.48,4923.14,1730395.55,B,processor,BUYER-00675,delivered,paid,2024-07-06T10:56:17.336399
ORD-00000617,06-07-2024,56:17.3,mustard,Odisha,kharif,43.55,5080.73,221261.97,C,trader,BUYER-00466,completed,paid,2024-07-06T10:56:17.336399
ORD-00000618,07-07-2024,56:17.3,sesame,Karnataka,kharif,537.93,6774.9,3644399.57,B,exporter,BUYER-00537,completed,paid,2024-07-07T10:56:17.336399
ORD-00000619,07-07-2024,56:17.3,sunflower,Madhya Pradesh,kharif,533.65,3776.46,2015298.8,A,retailer,BUYER-00289,pending,pending,2024-07-07T10:56:17.336399
ORD-00000620,07-07-2024,56:17.3,sunflower,Uttar Pradesh,kharif,513.63,3785.25,1944202.26,C,processor,BUYER-00110,pending,paid,2024-07-07T10:56:17.336399
ORD-00000621,08-07-2024,56:17.3,sesame,Rajasthan,kharif,409.66,6144.19,2517010.14,C,exporter,BUYER-00483,completed,partial,2024-07-08T10:56:17.336399
ORD-00000622,08-07-2024,56:17.3,sesame,Maharashtra,kharif,328.04,5810.43,1906051.24,B,retailer,BUYER-00117,completed,pending,2024-07-08T10:56:17.336399
ORD-00000623,08-07-2024,56:17.3,sunflower,Telangana,kharif,113.18,3775.19,427261.63,B,trader,BUYER-00964,delivered,pending,2024-07-08T10:56:17.336399
ORD-00000624,09-07-2024,56:17.3,sunflower,Karnataka,kharif,222.69,3321.16,739600.14,A,retailer,BUYER-00012,completed,partial,2024-07-09T10:56:17.336399
ORD-00000625,09-07-2024,56:17.3,soybean,Rajasthan,kharif,895.58,4408.87,3948487.61,A,retailer,BUYER-00653,delivered,pending,2024-07-09T10:56:17.336399
ORD-00000626,10-07-2024,56:17.3,sunflower,Gujarat,kharif,499.97,3731.04,1865428.05,A,trader,BUYER-00828,completed,pending,2024-07-10T10:56:17.336399
ORD-00000627,10-07-2024,56:17.3,sunflower,Uttar Pradesh,kharif,597.75,3230.38,1930957.8,B,processor,BUYER-00043,completed,paid,2024-07-10T10:56:17.336399
ORD-00000628,10-07-2024,56:17.3,sunflower,Odisha,kharif,268.31,3971.23,1065531.23,C,processor,BUYER-00467,completed,pending,2024-07-10T10:56:17.336399
ORD-00000629,10-07-2024,56:17.3,groundnut,Madhya Pradesh,kharif,171.96,5300.53,911483.41,C,retailer,BUYER-00930,delivered,pending,2024-07-10T10:56:17.336399
ORD-00000630,11-07-2024,56:17.3,sesame,Maharashtra,kharif,166.21,6469.97,1075384.93,C,trader,BUYER-00690,delivered,paid,2024-07-11T10:56:17.336399
ORD-00000631,11-07-2024,56:17.3,soybean,Gujarat,kharif,133,4763.3,633529.02,B,retailer,BUYER-00457,completed,pending,2024-07-11T10:56:17.336399
ORD-00000632,11-07-2024,56:17.3,soybean,Rajasthan,kharif,450.27,4055.4,1826017.3,A,processor,BUYER-00149,completed,paid,2024-07-11T10:56:17.336399
ORD-00000633,12-07-2024,56:17.3,groundnut,Karnataka,kharif,321.77,4834,1555440.36,B,trader,BUYER-00263,pending,partial,2024-07-12T10:56:17.336399
ORD-00000634,12-07-2024,56:17.3,soybean,Punjab,kharif,445.33,3909.09,1740853.4,C,trader,BUYER-00260,completed,paid,2024-07-12T10:56:17.336399
ORD-00000635,13-07-2024,56:17.3,soybean,Karnataka,kharif,171.36,4139.07,709283.21,C,exporter,BUYER-00380,completed,paid,2024-07-13T10:56:17.336399
ORD-00000636,13-07-2024,56:17.3,sunflower,Madhya Pradesh,kharif,324.54,3941.24,1279101.53,A,exporter,BUYER-00124,completed,paid,2024-07-13T10:56:17.336399
ORD-00000637,13-07-2024,56:17.3,sesame,Gujarat,kharif,474.77,6937.42,3293663.63,C,exporter,BUYER-00485,delivered,paid,2024-07-13T10:56:17.336399
ORD-00000638,13-07-2024,56:17.3,mustard,Bihar,kharif,179.59,4727.69,849039.96,B,retailer,BUYER-00483,delivered,paid,2024-07-13T10:56:17.336399
ORD-00000639,14-07-2024,56:17.3,groundnut,Andhra Pradesh,kharif,217.72,5171.35,1125919.75,B,exporter,BUYER-00455,completed,paid,2024-07-14T10:56:17.336399
ORD-00000640,14-07-2024,56:17.3,sesame,Punjab,kharif,367.96,7025.14,2584989.22,C,retailer,BUYER-00510,pending,pending,2024-07-14T10:56:17.336399
ORD-00000641,14-07-2024,56:17.3,mustard,Gujarat,kharif,80.93,4272.68,345790.16,C,exporter,BUYER-00405,completed,paid,2024-07-14T10:56:17.336399
ORD-00000642,14-07-2024,56:17.3,sunflower,Gujarat,kharif,105.55,3526.19,372174.04,A,exporter,BUYER-00650,completed,partial,2024-07-14T10:56:17.336399
ORD-00000643,15-07-2024,56:17.3,sesame,Karnataka,kharif,98.3,6568.85,645688.49,C,processor,BUYER-00065,delivered,partial,2024-07-15T10:56:17.336399
ORD-00000644,15-07-2024,56:17.3,sunflower,Uttar Pradesh,kharif,215.91,4181.11,902763.45,C,exporter,BUYER-00493,delivered,partial,2024-07-15T10:56:17.336399
ORD-00000645,15-07-2024,56:17.3,sesame,Telangana,kharif,484.25,7088,3432375.18,B,trader,BUYER-00173,completed,paid,2024-07-15T10:56:17.336399
ORD-00000646,15-07-2024,56:17.3,sunflower,Punjab,kharif,109.59,3653.41,400372.91,A,processor,BUYER-00497,delivered,paid,2024-07-15T10:56:17.336399
ORD-00000647,16-07-2024,56:17.3,mustard,Haryana,kharif,133.6,5295.87,707511.03,B,retailer,BUYER-00183,completed,paid,2024-07-16T10:56:17.336399
ORD-00000648,16-07-2024,56:17.3,groundnut,Bihar,kharif,89.98,4618.43,415550.66,A,trader,BUYER-00546,pending,partial,2024-07-16T10:56:17.336399
ORD-00000649,16-07-2024,56:17.3,soybean,Karnataka,kharif,219.64,4820.43,1058743.63,C,exporter,BUYER-00744,delivered,paid,2024-07-16T10:56:17.336399
ORD-00000650,16-07-2024,56:17.3,groundnut,Karnataka,kharif,265.48,5377.97,1427729.45,C,trader,BUYER-00925,pending,partial,2024-07-16T10:56:17.336399
ORD-00000651,17-07-2024,56:17.3,sunflower,Punjab,kharif,358.9,4320.09,1550473.9,A,trader,BUYER-00625,pending,partial,2024-07-17T10:56:17.336399
ORD-00000652,17-07-2024,56:17.3,groundnut,Punjab,kharif,506.78,5647.57,2862047.17,A,exporter,BUYER-00393,pending,pending,2024-07-17T10:56:17.336399
ORD-00000653,17-07-2024,56:17.3,groundnut,Uttar Pradesh,kharif,523.6,5681.86,2975012.49,A,processor,BUYER-00560,completed,paid,2024-07-17T10:56:17.336399
ORD-00000654,18-07-2024,56:17.3,sesame,Karnataka,kharif,231.94,7339.12,1702268.37,A,exporter,BUYER-00956,completed,pending,2024-07-18T10:56:17.336399
ORD-00000655,18-07-2024,56:17.3,sesame,Karnataka,kharif,530.02,7134.01,3781132.79,A,trader,BUYER-00759,pending,paid,2024-07-18T10:56:17.336399
ORD-00000656,19-07-2024,56:17.3,sunflower,Maharashtra,kharif,419.06,3743.14,1568602.23,A,retailer,BUYER-00945,pending,partial,2024-07-19T10:56:17.336399
ORD-00000657,19-07-2024,56:17.3,groundnut,Madhya Pradesh,kharif,250.58,4523.98,1133597.6,C,trader,BUYER-00856,completed,pending,2024-07-19T10:56:17.336399
ORD-00000658,19-07-2024,56:17.3,mustard,Punjab,kharif,295.09,4232.2,1248881.41,A,trader,BUYER-00940,delivered,pending,2024-07-19T10:56:17.336399
ORD-00000659,20-07-2024,56:17.3,groundnut,Rajasthan,kharif,175.63,4494.62,789384.54,C,exporter,BUYER-00200,pending,pending,2024-07-20T10:56:17.336399
ORD-00000660,20-07-2024,56:17.3,sunflower,Rajasthan,kharif,93.09,4046.61,376711.61,C,trader,BUYER-00621,completed,partial,2024-07-20T10:56:17.336399
ORD-00000661,21-07-2024,56:17.3,sesame,Rajasthan,kharif,99.3,5548.61,550973.18,B,trader,BUYER-00645,pending,partial,2024-07-21T10:56:17.336399
ORD-00000662,21-07-2024,56:17.3,sunflower,Rajasthan,kharif,441.72,3671.86,1621916.17,A,processor,BUYER-00927,pending,partial,2024-07-21T10:56:17.336399
ORD-00000663,21-07-2024,56:17.3,mustard,Punjab,kharif,121.07,4583.57,554938.03,A,retailer,BUYER-00399,pending,pending,2024-07-21T10:56:17.336399
ORD-00000664,21-07-2024,56:17.3,sesame,Karnataka,kharif,417.16,7053.49,2942413.33,C,processor,BUYER-00563,delivered,paid,2024-07-21T10:56:17.336399
ORD-00000665,22-07-2024,56:17.3,sunflower,Odisha,kharif,288.2,3856.56,1111467.87,A,retailer,BUYER-00352,delivered,pending,2024-07-22T10:56:17.336399
ORD-00000666,22-07-2024,56:17.3,groundnut,Bihar,kharif,62.15,5081.9,315825.82,A,trader,BUYER-00623,delivered,paid,2024-07-22T10:56:17.336399
ORD-00000667,22-07-2024,56:17.3,sunflower,Karnataka,kharif,125.25,4333.36,542741.44,A,processor,BUYER-00223,delivered,pending,2024-07-22T10:56:17.336399
ORD-00000668,22-07-2024,56:17.3,soybean,Odisha,kharif,574.22,4132.59,2373034.15,A,processor,BUYER-00329,delivered,pending,2024-07-22T10:56:17.336399
ORD-00000669,23-07-2024,56:17.3,mustard,Rajasthan,kharif,192.67,4095.02,788983.53,B,exporter,BUYER-00804,delivered,pending,2024-07-23T10:56:17.336399
ORD-00000670,23-07-2024,56:17.3,sesame,Gujarat,kharif,539.15,7035.54,3793188.96,A,exporter,BUYER-00169,pending,partial,2024-07-23T10:56:17.336399
ORD-00000671,23-07-2024,56:17.3,groundnut,Rajasthan,kharif,424.09,5166.08,2190888.85,B,processor,BUYER-00767,completed,pending,2024-07-23T10:56:17.336399
ORD-00000672,24-07-2024,56:17.3,soybean,Telangana,kharif,245.7,3994.07,981326.63,B,processor,BUYER-00859,completed,pending,2024-07-24T10:56:17.336399
ORD-00000673,24-07-2024,56:17.3,groundnut,Gujarat,kharif,589.18,5358.94,3157398.81,A,processor,BUYER-00693,pending,paid,2024-07-24T10:56:17.336399
ORD-00000674,24-07-2024,56:17.3,sunflower,Punjab,kharif,490.13,3823.68,1874079.89,C,exporter,BUYER-00288,pending,paid,2024-07-24T10:56:17.336399
ORD-00000675,25-07-2024,56:17.3,mustard,Bihar,kharif,51.67,4567.11,235976.3,A,exporter,BUYER-00936,completed,paid,2024-07-25T10:56:17.336399
ORD-00000676,25-07-2024,56:17.3,soybean,Telangana,kharif,482.84,3953.27,1908798.35,A,retailer,BUYER-00488,delivered,partial,2024-07-25T10:56:17.336399
ORD-00000677,25-07-2024,56:17.3,sesame,Odisha,kharif,182.84,6381.84,1166836.93,C,trader,BUYER-00985,pending,pending,2024-07-25T10:56:17.336399
ORD-00000678,26-07-2024,56:17.3,sunflower,Karnataka,kharif,683.11,3504.39,2393894.66,A,processor,BUYER-00725,delivered,partial,2024-07-26T10:56:17.336399
ORD-00000679,26-07-2024,56:17.3,sesame,Uttar Pradesh,kharif,537.66,6492.29,3490669.08,A,processor,BUYER-00113,delivered,paid,2024-07-26T10:56:17.336399
ORD-00000680,26-07-2024,56:17.3,mustard,Madhya Pradesh,kharif,204.37,4491.71,917965.06,B,exporter,BUYER-00544,completed,paid,2024-07-26T10:56:17.336399
ORD-00000681,27-07-2024,56:17.3,soybean,Karnataka,kharif,735.2,4967.79,3652301.14,A,trader,BUYER-00233,completed,pending,2024-07-27T10:56:17.336399
ORD-00000682,27-07-2024,56:17.3,soybean,Andhra Pradesh,kharif,392.09,4683.7,1836448.55,B,exporter,BUYER-00661,delivered,partial,2024-07-27T10:56:17.336399
ORD-00000683,27-07-2024,56:17.3,sunflower,Madhya Pradesh,kharif,564.8,4082.94,2306048.51,C,exporter,BUYER-00238,completed,pending,2024-07-27T10:56:17.336399
ORD-00000684,28-07-2024,56:17.3,mustard,Telangana,kharif,70.88,4157.56,294706.21,A,exporter,BUYER-00256,completed,pending,2024-07-28T10:56:17.336399
ORD-00000685,28-07-2024,56:17.3,mustard,Uttar Pradesh,kharif,169.78,5497.92,933414.05,B,retailer,BUYER-00534,delivered,partial,2024-07-28T10:56:17.336399
ORD-00000686,28-07-2024,56:17.3,soybean,Rajasthan,kharif,360.73,4807.73,1734291.82,C,processor,BUYER-00770,completed,partial,2024-07-28T10:56:17.336399
ORD-00000687,28-07-2024,56:17.3,sunflower,Haryana,kharif,137.69,4057.62,558694.17,B,retailer,BUYER-00283,pending,paid,2024-07-28T10:56:17.336399
ORD-00000688,29-07-2024,56:17.3,mustard,Haryana,kharif,76.69,4808.43,368768.24,B,exporter,BUYER-00088,pending,paid,2024-07-29T10:56:17.336399
ORD-00000689,29-07-2024,56:17.3,mustard,Andhra Pradesh,kharif,116.32,4675.32,543839.74,A,exporter,BUYER-00421,pending,paid,2024-07-29T10:56:17.336399
ORD-00000690,29-07-2024,56:17.3,sesame,Punjab,kharif,305.56,6516.3,1991091.94,C,retailer,BUYER-00703,completed,pending,2024-07-29T10:56:17.336399
ORD-00000691,30-07-2024,56:17.3,groundnut,Rajasthan,kharif,321.3,5494.66,1765426.09,A,retailer,BUYER-00807,completed,paid,2024-07-30T10:56:17.336399
ORD-00000692,30-07-2024,56:17.3,mustard,Madhya Pradesh,kharif,148.67,5343.08,794351.98,C,exporter,BUYER-00229,completed,partial,2024-07-30T10:56:17.336399
ORD-00000693,30-07-2024,56:17.3,groundnut,Punjab,kharif,107.39,5140.03,551979.39,B,trader,BUYER-00656,pending,paid,2024-07-30T10:56:17.336399
ORD-00000694,31-07-2024,56:17.3,soybean,Gujarat,kharif,537.28,5014.96,2694429.9,C,exporter,BUYER-00900,pending,pending,2024-07-31T10:56:17.336399
ORD-00000695,31-07-2024,56:17.3,sunflower,Haryana,kharif,119.23,3687.7,439699.58,B,processor,BUYER-00874,pending,partial,2024-07-31T10:56:17.336399
ORD-00000696,01-08-2024,56:17.3,sesame,Haryana,kharif,163.8,6607.42,1082278.3,B,processor,BUYER-00896,delivered,paid,2024-08-01T10:56:17.336399
ORD-00000697,01-08-2024,56:17.3,groundnut,Punjab,kharif,293.43,5379.37,1578464.71,C,processor,BUYER-00066,completed,partial,2024-08-01T10:56:17.336399
ORD-00000698,01-08-2024,56:17.3,soybean,Andhra Pradesh,kharif,223.36,4883.12,1090684.32,C,trader,BUYER-00500,delivered,pending,2024-08-01T10:56:17.336399
ORD-00000699,02-08-2024,56:17.3,mustard,Bihar,kharif,172.65,5289.55,913233.09,B,exporter,BUYER-00012,completed,paid,2024-08-02T10:56:17.336399
ORD-00000700,02-08-2024,56:17.3,sunflower,Gujarat,kharif,694.04,3460.83,2401968.06,A,exporter,BUYER-00418,completed,pending,2024-08-02T10:56:17.336399
ORD-00000701,02-08-2024,56:17.3,sunflower,Odisha,kharif,479.08,4003.35,1917921.63,A,processor,BUYER-00912,pending,pending,2024-08-02T10:56:17.336399
ORD-00000702,03-08-2024,56:17.3,sunflower,Telangana,kharif,555.84,3766.16,2093373.6,A,trader,BUYER-00211,delivered,pending,2024-08-03T10:56:17.336399
ORD-00000703,03-08-2024,56:17.3,sunflower,Uttar Pradesh,kharif,550.18,3649.87,2008083.03,C,processor,BUYER-00381,completed,paid,2024-08-03T10:56:17.336399
ORD-00000704,03-08-2024,56:17.3,sunflower,Odisha,kharif,346.3,4119.66,1426655.81,B,trader,BUYER-00227,delivered,partial,2024-08-03T10:56:17.336399
ORD-00000705,03-08-2024,56:17.3,mustard,Punjab,kharif,49.29,5034.78,248158.96,C,processor,BUYER-00822,completed,pending,2024-08-03T10:56:17.336399
ORD-00000706,04-08-2024,56:17.3,groundnut,Gujarat,kharif,41.16,5386.56,221703.11,C,exporter,BUYER-00772,pending,pending,2024-08-04T10:56:17.336399
ORD-00000707,04-08-2024,56:17.3,soybean,Haryana,kharif,232.13,4348.36,1009390.07,A,processor,BUYER-00273,delivered,partial,2024-08-04T10:56:17.336399
ORD-00000708,04-08-2024,56:17.3,sesame,Gujarat,kharif,519.24,6462.9,3355795.89,A,processor,BUYER-00526,completed,paid,2024-08-04T10:56:17.336399
ORD-00000709,04-08-2024,56:17.3,groundnut,Maharashtra,kharif,468.66,4582.45,2147631.89,A,processor,BUYER-00698,delivered,paid,2024-08-04T10:56:17.336399
ORD-00000710,05-08-2024,56:17.3,sunflower,Odisha,kharif,448.38,3290.2,1475262.42,A,trader,BUYER-00536,delivered,pending,2024-08-05T10:56:17.336399
ORD-00000711,05-08-2024,56:17.3,sesame,Gujarat,kharif,389.85,7094.73,2765891.48,C,processor,BUYER-00159,pending,paid,2024-08-05T10:56:17.336399
ORD-00000712,05-08-2024,56:17.3,groundnut,Telangana,kharif,43.43,4922.49,213784.81,B,exporter,BUYER-00319,completed,pending,2024-08-05T10:56:17.336399
ORD-00000713,05-08-2024,56:17.3,sesame,Haryana,kharif,97.8,5639.17,551517.12,B,trader,BUYER-00109,completed,pending,2024-08-05T10:56:17.336399
ORD-00000714,06-08-2024,56:17.3,soybean,Andhra Pradesh,kharif,785.05,4108.29,3225211.59,A,exporter,BUYER-00868,completed,paid,2024-08-06T10:56:17.336399
ORD-00000715,06-08-2024,56:17.3,sesame,Karnataka,kharif,373.26,6383.39,2382649.5,A,retailer,BUYER-00740,pending,paid,2024-08-06T10:56:17.336399
ORD-00000716,06-08-2024,56:17.3,sunflower,Bihar,kharif,100.87,4068.48,410374.03,B,processor,BUYER-00481,pending,paid,2024-08-06T10:56:17.336399
ORD-00000717,07-08-2024,56:17.3,mustard,Rajasthan,kharif,95.54,4170.06,398414.1,C,retailer,BUYER-00476,pending,paid,2024-08-07T10:56:17.336399
ORD-00000718,07-08-2024,56:17.3,groundnut,Andhra Pradesh,kharif,231.68,5977.42,1384833.78,C,trader,BUYER-00118,pending,partial,2024-08-07T10:56:17.336399
ORD-00000719,07-08-2024,56:17.3,sunflower,Gujarat,kharif,508.73,3710.22,1887507.24,B,trader,BUYER-00260,delivered,pending,2024-08-07T10:56:17.336399
ORD-00000720,08-08-2024,56:17.3,groundnut,Uttar Pradesh,kharif,94.99,5059.45,480603.3,B,exporter,BUYER-00078,pending,paid,2024-08-08T10:56:17.336399
ORD-00000721,08-08-2024,56:17.3,soybean,Haryana,kharif,454.23,4823.98,2191190.45,C,trader,BUYER-00602,pending,partial,2024-08-08T10:56:17.336399
ORD-00000722,08-08-2024,56:17.3,sesame,Punjab,kharif,380.54,5884.73,2239377.11,B,trader,BUYER-00573,pending,paid,2024-08-08T10:56:17.336399
ORD-00000723,08-08-2024,56:17.3,mustard,Madhya Pradesh,kharif,294.5,4318.02,1271677.85,B,trader,BUYER-00619,pending,pending,2024-08-08T10:56:17.336399
ORD-00000724,09-08-2024,56:17.3,sunflower,Andhra Pradesh,kharif,286.02,3898.59,1115059.91,C,trader,BUYER-00710,completed,paid,2024-08-09T10:56:17.336399
ORD-00000725,09-08-2024,56:17.3,sesame,Karnataka,kharif,373.74,6107.51,2282615.2,A,exporter,BUYER-00757,pending,pending,2024-08-09T10:56:17.336399
ORD-00000726,10-08-2024,56:17.3,groundnut,Odisha,kharif,136.01,5090.26,692346.08,A,exporter,BUYER-00581,delivered,pending,2024-08-10T10:56:17.336399
ORD-00000727,10-08-2024,56:17.3,mustard,Gujarat,kharif,268.04,4347.99,1165450.77,B,processor,BUYER-00049,pending,partial,2024-08-10T10:56:17.336399
ORD-00000728,10-08-2024,56:17.3,sesame,Karnataka,kharif,270.41,7352.84,1988312.77,B,retailer,BUYER-00356,pending,partial,2024-08-10T10:56:17.336399
ORD-00000729,10-08-2024,56:17.3,mustard,Bihar,kharif,44.03,4196.07,184737.67,B,trader,BUYER-00743,completed,partial,2024-08-10T10:56:17.336399
ORD-00000730,11-08-2024,56:17.3,sesame,Rajasthan,kharif,330.82,6376.86,2109612.2,B,processor,BUYER-00313,delivered,paid,2024-08-11T10:56:17.336399
ORD-00000731,11-08-2024,56:17.3,sunflower,Odisha,kharif,43.38,3295.3,142953.79,C,retailer,BUYER-00686,pending,pending,2024-08-11T10:56:17.336399
ORD-00000732,11-08-2024,56:17.3,soybean,Karnataka,kharif,454.44,4007.73,1821279.31,B,retailer,BUYER-00543,pending,pending,2024-08-11T10:56:17.336399
ORD-00000733,11-08-2024,56:17.3,mustard,Telangana,kharif,209.33,4759.77,996367.6,B,trader,BUYER-00725,pending,pending,2024-08-11T10:56:17.336399
ORD-00000734,12-08-2024,56:17.3,mustard,Madhya Pradesh,kharif,106.34,4144.22,440701.54,B,processor,BUYER-00342,pending,partial,2024-08-12T10:56:17.336399
ORD-00000735,12-08-2024,56:17.3,sesame,Punjab,kharif,243.6,6006.61,1463200.82,A,exporter,BUYER-00220,completed,partial,2024-08-12T10:56:17.336399
ORD-00000736,12-08-2024,56:17.3,soybean,Bihar,kharif,452.71,5141.03,2327403.53,B,trader,BUYER-00400,delivered,paid,2024-08-12T10:56:17.336399
ORD-00000737,13-08-2024,56:17.3,groundnut,Rajasthan,kharif,256.61,5737.87,1472378.25,A,trader,BUYER-00582,delivered,partial,2024-08-13T10:56:17.336399
ORD-00000738,13-08-2024,56:17.3,mustard,Rajasthan,kharif,43.68,4782.1,208873.27,B,retailer,BUYER-00696,completed,pending,2024-08-13T10:56:17.336399
ORD-00000739,13-08-2024,56:17.3,sunflower,Bihar,kharif,81.71,3936.46,321631.81,A,trader,BUYER-00875,pending,paid,2024-08-13T10:56:17.336399
ORD-00000740,14-08-2024,56:17.3,soybean,Uttar Pradesh,kharif,331.12,4250.51,1407424.8,B,retailer,BUYER-00987,completed,partial,2024-08-14T10:56:17.336399
