date,crop_type,state,season,total_quantity_ordered,total_value_inr,price_per_quintal_inr,order_count,processor_demand,modal_price_inr,arrival_quantity_quintals,bid_quantity_quintals,bid_count_x,view_count,bid_count_y,lots_quantity_listed
16-06-2024,sesame,Karnataka,kharif,292.2,1628987.88,5575,1,1525.6,12358.94,1613,253.98,1,104.5,19.5,473.74
16-06-2024,sesame,Odisha,kharif,307.4,1976220.85,6428.81,1,1525.6,12388.94,3854.4,253.98,1,104.5,19.5,473.74
16-06-2024,sunflower,Haryana,kharif,370.52,1598678.15,4314.69,1,1525.6,759.05,2444.81,852.79,2,173.6666667,50.33333333,889.34
17-06-2024,groundnut,Andhra Pradesh,kharif,201.63,1016662.94,5042.16,1,1455.54,759.05,2444.81,824.82,3,184,34.25,1223.62
17-06-2024,soybean,Uttar Pradesh,kharif,310.53,1387628.61,4468.54,1,1455.54,759.05,2444.81,1358.82,4,93,30.5,1312.18
18-06-2024,sunflower,Andhra Pradesh,kharif,437.39,1739225.62,3976.35,1,101.39,756.77,3176.37,1014.13,3,23.5,56.5,567.62
18-06-2024,sesame,Odisha,kharif,388.81,2692667.41,6925.34,1,101.39,759.05,2444.81,102.13,1,222,40,166.72
18-06-2024,groundnut,Karnataka,kharif,273.17,1557888.34,5702.93,1,101.39,759.05,2444.81,351.86,1,73,35.5,567.53
18-06-2024,sesame,Andhra Pradesh,kharif,44.65,303032.36,6787.58,1,101.39,759.05,2444.81,102.13,1,222,40,166.72
19-06-2024,sunflower,Karnataka,kharif,171.07,612466.16,3580.31,1,1387.21,724.64,2834.82,918.28,4,21,7,464.3
19-06-2024,groundnut,Odisha,kharif,78.04,404096.94,5177.96,1,1310.15,3059.79,3836.86,623.7,3,100,13,520.95
19-06-2024,sesame,Bihar,kharif,254.78,1696245.75,6657.82,1,1310.15,13238.08,3987.02,903.56,3,105.6,28,1590.46
19-06-2024,soybean,Rajasthan,kharif,213.63,955321.64,4471.9,1,1387.21,2188.95,3144.97,157.45,2,136.3333333,8,1055.57
20-06-2024,sunflower,Odisha,kharif,428.84,1640570.51,3825.63,1,300.93,704.76,4844.93,670.91,2,122.1666667,34.5,1477.71
20-06-2024,sesame,Maharashtra,kharif,407.84,2397608.63,5878.8,1,300.93,12681.97,2604.02,705.62,2,118,17,244.71
20-06-2024,soybean,Bihar,kharif,500.33,2097896.22,4193.04,1,300.93,2242.09,5617.76,286.42,1,127,18.4,1066.62
21-06-2024,groundnut,Uttar Pradesh,kharif,122.68,717912.59,5851.69,1,1004.24,3222.97,2191.32,606.37,2,46,29,630.12
21-06-2024,sesame,Punjab,kharif,388.55,2757408.1,7096.69,1,1004.24,3222.97,2191.32,1316.73,4,199,31.5,887.33
21-06-2024,soybean,Maharashtra,kharif,476.29,2160322.51,4535.77,1,2451.81,3222.97,2191.32,811.61,4,101,45.5,348.87
21-06-2024,sunflower,Madhya Pradesh,kharif,425.17,1425100.28,3351.84,1,2451.81,3222.97,2191.32,67.47,1,115,21.33333333,337.28
22-06-2024,groundnut,Bihar,kharif,286.65,1368991.32,4775.8,1,789.12,3222.97,2191.32,67.47,1,97.25,21.5,1115.48
22-06-2024,groundnut,Maharashtra,kharif,445.06,2592016.9,5824.04,1,789.12,3233.54,2687.33,67.47,1,97.25,21.5,1115.48
22-06-2024,groundnut,Uttar Pradesh,kharif,47.07,254894.96,5415.26,1,789.12,3227.9,3783.1,67.47,1,97.25,21.5,1115.48
22-06-2024,sunflower,Andhra Pradesh,kharif,466.45,1599571.86,3429.24,1,789.12,691.4,4125.21,928.29,3,90.66666667,5.333333333,405.85
23-06-2024,groundnut,Gujarat,kharif,125.27,706243.81,5637.62,1,789.12,2891.66,1040.79,793.62,3,92.25,9.5,1153.43
23-06-2024,soybean,Karnataka,kharif,531.13,2641903.72,4974.09,1,789.12,2891.66,1040.79,842.45,3,104,19.33333333,346.64
24-06-2024,groundnut,Gujarat,kharif,187.03,1080277.62,5776.05,1,789.12,2770.85,1091.12,682.14,2,108.5,20.25,2758.65
24-06-2024,groundnut,Haryana,kharif,278.4,1563500.3,5615.98,1,789.12,2925.5,1653.76,682.14,2,108.5,20.25,2758.65
24-06-2024,sunflower,Madhya Pradesh,kharif,364.75,1422045.38,3898.73,1,789.12,2925.5,1653.76,682.14,2,64,36.5,712.75
25-06-2024,sunflower,Andhra Pradesh,kharif,397.97,1366389.3,3433.43,1,798.29,671.26,1455.53,181.81,1,102,20.42857143,1566.55
25-06-2024,groundnut,Uttar Pradesh,kharif,310.12,1494987.12,4820.74,1,798.29,2861.44,3712.16,702.44,2,108.75,17.25,1133.5
25-06-2024,groundnut,Gujarat,kharif,254.01,1319578.54,5194.96,1,798.29,2925.5,1653.76,702.44,2,108.75,17.25,1133.5
25-06-2024,groundnut,Madhya Pradesh,kharif,260.27,1396861.5,5367.07,1,798.29,2925.5,1653.76,702.44,2,108.75,17.25,1133.5
26-06-2024,groundnut,Haryana,kharif,38.38,190082.9,4952.1,1,798.29,3116.55,2481.08,375.79,1,89,12.5,139.64
26-06-2024,soybean,Rajasthan,kharif,588.9,2789866.4,4737.39,1,798.29,3116.55,2481.08,388.2,1,184.5,38,1401.6
26-06-2024,sunflower,Karnataka,kharif,92.98,377084.5,4055.75,1,798.29,658.83,1697.01,281.53,1,125.5,29.75,781.24
26-06-2024,sunflower,Rajasthan,kharif,384.42,1556158.56,4048.06,1,798.29,658.83,1697.01,281.53,1,125.5,29.75,781.24
27-06-2024,soybean,Karnataka,kharif,633.34,2586574.81,4084.02,1,1700.64,1987.02,1483.98,680.75,2,125.5,29.75,781.24
27-06-2024,sunflower,Bihar,kharif,458.13,1618097.97,3531.98,1,1700.64,1987.02,1483.98,680.75,2,122.5,32.5,392.32
27-06-2024,sunflower,Haryana,kharif,81.89,312963.82,3821.73,1,1700.64,651.68,4809.17,680.75,2,122.5,32.5,392.32
27-06-2024,sunflower,Telangana,kharif,278.81,1009750.33,3621.66,1,1700.64,660.93,1135.69,680.75,2,122.5,32.5,392.32
28-06-2024,soybean,Maharashtra,kharif,811.78,3818379.41,4703.68,1,372.73,2026.4,4783.17,348.55,1,107.5,25,93.27
28-06-2024,soybean,Punjab,kharif,150.56,705987.16,4689.23,1,372.73,2068.18,1174.36,348.55,1,107.5,25,93.27
29-06-2024,sesame,Gujarat,kharif,351.43,2072085.78,5896.13,1,372.73,12475.57,1568.23,252.89,1,183.5,48,440.66
29-06-2024,sesame,Haryana,kharif,459.56,3132192.34,6815.59,1,372.73,12475.57,1568.23,252.89,1,183.5,48,440.66
30-06-2024,sunflower,Gujarat,kharif,373.46,1244056.37,3331.19,1,1375.34,714.05,1982.03,744.78,4,161,34,1410.26
30-06-2024,sunflower,Madhya Pradesh,kharif,436.37,1640894.21,3760.33,1,1375.34,660.4,1992.45,744.78,4,161,34,1410.26
30-06-2024,mustard,Odisha,kharif,65.73,333498.47,5073.61,1,474.15,1034.46,630.26,760.06,2,77.8,23.2,998.42
30-06-2024,mustard,Madhya Pradesh,kharif,174.67,736984.79,4219.21,1,474.15,1034.46,630.26,760.06,2,77.8,23.2,998.42
01-07-2024,groundnut,Madhya Pradesh,kharif,449.6,2230985.86,4962.21,1,1375.34,3399.29,845.81,274.38,1,18,3,139.81
01-07-2024,groundnut,Odisha,kharif,105.8,533544.7,5042.93,1,1375.34,3447.18,1824.83,274.38,1,18,3,139.81
01-07-2024,groundnut,Uttar Pradesh,kharif,452.23,2333888.58,5160.82,1,1375.34,3447.18,1824.83,274.38,1,18,3,139.81
01-07-2024,mustard,Andhra Pradesh,kharif,22.42,115296.49,5141.54,1,1375.34,3447.18,1824.83,274.38,1,72.75,21.75,893.7
02-07-2024,sesame,Bihar,kharif,452.93,2962582.98,6540.87,1,551.16,3447.18,1824.83,274.38,1,86,25.6,1364.58
02-07-2024,sunflower,Maharashtra,kharif,258.45,1066923.79,4128.21,1,1318.54,3447.18,1824.83,140.29,1,100.6,19.6,857.72
03-07-2024,sesame,Maharashtra,kharif,633.09,3542478.02,5595.51,1,1318.54,3447.18,1824.83,304.46,1,48.66666667,26,977.65
03-07-2024,sunflower,Madhya Pradesh,kharif,373.04,1420457.7,3807.8,1,1897.13,662.81,5936.78,338.82,1,95,35.5,531.15
04-07-2024,groundnut,Gujarat,kharif,149.99,755836.99,5039.29,1,1897.13,662.81,5936.78,1387.23,4,111.5714286,31.71428571,1748.23
04-07-2024,mustard,Telangana,kharif,75.78,348483,4598.6,1,1897.13,662.81,5936.78,605.35,3,175,63,485.21
04-07-2024,sesame,Odisha,kharif,153.97,922470.01,5991.16,1,1716.42,662.81,5936.78,1639.48,5,116.5,13.25,661.39
04-07-2024,sesame,Telangana,kharif,563.2,4070813.98,7228.01,1,1716.42,662.81,5936.78,1639.48,5,116.5,13.25,661.39
05-07-2024,sunflower,Telangana,kharif,561.35,1946598.1,3467.7,1,1236.61,3518.52,643.59,1415.45,7,134.3333333,24.33333333,713.34
05-07-2024,sesame,Maharashtra,kharif,577.47,3837535.9,6645.45,1,1716.42,3518.52,643.59,1673.73,5,82,39.33333333,483.36
05-07-2024,groundnut,Uttar Pradesh,kharif,203.58,1178643.57,5789.64,1,1716.42,3518.52,643.59,207.09,1,98.6,35.2,883.53
05-07-2024,groundnut,Andhra Pradesh,kharif,139.07,731774.03,5261.98,1,1716.42,3518.52,643.59,207.09,1,98.6,35.2,883.53
06-07-2024,groundnut,Haryana,kharif,351.48,1730395.55,4923.14,1,1013.75,3541.21,3765.6,273.74,2,100,37,428.83
06-07-2024,mustard,Odisha,kharif,43.55,221261.97,5080.73,1,1013.75,1161.42,279.25,190.76,2,103.75,16.75,1090.93
06-07-2024,sesame,Karnataka,kharif,544.72,3848749.28,7065.56,1,1013.75,1161.42,279.25,597.8,3,148.8333333,37.16666667,1709.78
07-07-2024,sesame,Karnataka,kharif,537.93,3644399.57,6774.9,1,590.54,1161.42,279.25,233.14,2,128.5,40.5,246.81
07-07-2024,sunflower,Madhya Pradesh,kharif,533.65,2015298.8,3776.46,1,1375.27,663.12,5912.19,598.42,3,82.25,19,1197.82
07-07-2024,sunflower,Uttar Pradesh,kharif,513.63,1944202.26,3785.25,1,1375.27,663.12,5912.19,598.42,3,82.25,19,1197.82
08-07-2024,sesame,Maharashtra,kharif,328.04,1906051.24,5810.43,1,1375.27,663.12,5912.19,534.98,2,82.25,19,1197.82
08-07-2024,sesame,Rajasthan,kharif,409.66,2517010.14,6144.19,1,1375.27,663.12,5912.19,534.98,2,82.25,19,1197.82
08-07-2024,sunflower,Telangana,kharif,113.18,427261.63,3775.19,1,1375.27,667.22,3627.96,534.98,2,86,38,261.34
09-07-2024,soybean,Rajasthan,kharif,895.58,3948487.61,4408.87,1,1375.27,2043.12,819.3,2028.39,6,52,4,449.94
09-07-2024,sunflower,Karnataka,kharif,222.69,739600.14,3321.16,1,1563.89,2043.12,819.3,272.35,1,119.5,16.5,623.9
10-07-2024,sunflower,Uttar Pradesh,kharif,597.75,1930957.8,3230.38,1,1563.89,687.08,5882.12,1118.3,3,53.66666667,13.33333333,1122.04
10-07-2024,sunflower,Odisha,kharif,268.31,1065531.23,3971.23,1,1563.89,3658.55,808.81,1118.3,3,53.66666667,13.33333333,1122.04
10-07-2024,groundnut,Madhya Pradesh,kharif,171.96,911483.41,5300.53,1,1563.89,3658.55,808.81,524.77,3,68,18.75,1248.67
10-07-2024,sunflower,Gujarat,kharif,499.97,1865428.05,3731.04,1,1563.89,3658.55,808.81,1118.3,3,53.66666667,13.33333333,1122.04
11-07-2024,sesame,Maharashtra,kharif,166.21,1075384.93,6469.97,1,1563.89,687.08,5882.12,418.09,1,53.66666667,13.33333333,1122.04
11-07-2024,soybean,Gujarat,kharif,133,633529.02,4763.3,1,1563.89,687.08,5882.12,638.41,2,110,38,708.77
11-07-2024,soybean,Rajasthan,kharif,450.27,1826017.3,4055.4,1,1563.89,687.08,5882.12,638.41,2,110,38,708.77
12-07-2024,groundnut,Karnataka,kharif,321.77,1555440.36,4834,1,1563.89,687.08,5882.12,929.49,2,82.42857143,27.28571429,1668.11
12-07-2024,soybean,Punjab,kharif,445.33,1740853.4,3909.09,1,2873.73,687.08,5882.12,525.64,4,66.33333333,19.66666667,988.17
13-07-2024,mustard,Bihar,kharif,179.59,849039.96,4727.69,1,2873.73,687.08,5882.12,971.99,3,130.6666667,51,594.07
13-07-2024,sesame,Gujarat,kharif,474.77,3293663.63,6937.42,1,2873.73,687.08,5882.12,676.08,2,106,18,711.75
13-07-2024,soybean,Karnataka,kharif,171.36,709283.21,4139.07,1,1981.43,687.08,5882.12,392.92,1,49.25,13.75,1224.62
13-07-2024,sunflower,Madhya Pradesh,kharif,324.54,1279101.53,3941.24,1,1981.43,677.93,747.76,902.29,4,132.8,31,1607.2
14-07-2024,sunflower,Gujarat,kharif,105.55,372174.04,3526.19,1,2046.13,628.06,635.42,621.75,3,76.5,45.5,433.21
14-07-2024,groundnut,Andhra Pradesh,kharif,217.72,1125919.75,5171.35,1,1418.56,4000.57,1373.53,676.66,2,89.16666667,30.33333333,1458.34
14-07-2024,mustard,Gujarat,kharif,80.93,345790.16,4272.68,1,1418.56,4000.57,1373.53,346.55,2,92,27.5,401.37
14-07-2024,sesame,Punjab,kharif,367.96,2584989.22,7025.14,1,1418.56,4000.57,1373.53,643.13,2,188,10,443.23
15-07-2024,sunflower,Uttar Pradesh,kharif,215.91,902763.45,4181.11,1,2427.41,662.05,4462.74,169.75,2,69.33333333,14.33333333,745.2
15-07-2024,sunflower,Punjab,kharif,109.59,400372.91,3653.41,1,2427.41,18348.6,1818.32,169.75,2,69.33333333,14.33333333,745.2
15-07-2024,sesame,Telangana,kharif,484.25,3432375.18,7088,1,2427.41,18348.6,1818.32,300.78,2,108.6,14.2,1175.26
15-07-2024,sesame,Karnataka,kharif,98.3,645688.49,6568.85,1,2427.41,18542.47,2712.05,300.78,2,108.6,14.2,1175.26
16-07-2024,groundnut,Bihar,kharif,89.98,415550.66,4618.43,1,2427.41,662.05,4462.74,1170.84,3,179,36.5,633.86
16-07-2024,groundnut,Karnataka,kharif,265.48,1427729.45,5377.97,1,2427.41,3794.05,1184.46,1170.84,3,179,36.5,633.86
16-07-2024,mustard,Haryana,kharif,133.6,707511.03,5295.87,1,2427.41,847.93,1683.32,485.79,2,37.66666667,16,507.25
16-07-2024,soybean,Karnataka,kharif,219.64,1058743.63,4820.43,1,271.45,2871.37,2808.46,395.72,1,81.33333333,12.33333333,1407.64
17-07-2024,groundnut,Uttar Pradesh,kharif,523.6,2975012.49,5681.86,1,271.45,2871.37,2808.46,395.44,2,67,14.66666667,779.24
17-07-2024,sunflower,Punjab,kharif,358.9,1550473.9,4320.09,1,1964.19,2871.37,2808.46,474.54,1,195.6666667,35.33333333,542.6
17-07-2024,groundnut,Punjab,kharif,506.78,2862047.17,5647.57,1,271.45,2871.37,2808.46,395.44,2,67,14.66666667,779.24
18-07-2024,sesame,Karnataka,kharif,761.96,5483401.16,7236.565,2,1525.11,20617.36,692.96,1059.15,3,47.5,24,519.85
19-07-2024,groundnut,Madhya Pradesh,kharif,250.58,1133597.6,4523.98,1,1121.44,3349.03,3360.87,74.14,1,101,20.66666667,1803.79
19-07-2024,mustard,Punjab,kharif,295.09,1248881.41,4232.2,1,1121.44,3349.03,3360.87,262.24,1,134.25,18,906.1
19-07-2024,sunflower,Maharashtra,kharif,419.06,1568602.23,3743.14,1,1121.44,3349.03,3360.87,646.67,2,134.25,18,906.1
20-07-2024,groundnut,Rajasthan,kharif,175.63,789384.54,4494.62,1,1316.96,3349.03,3360.87,919.5,4,45,5,79.62
20-07-2024,sunflower,Rajasthan,kharif,93.09,376711.61,4046.61,1,789.18,701,2530.6,908.62,3,132.6666667,15.66666667,364.74
21-07-2024,sesame,Rajasthan,kharif,99.3,550973.18,5548.61,1,789.18,701,2530.6,452.25,1,54.5,54,878.11
21-07-2024,sunflower,Rajasthan,kharif,441.72,1621916.17,3671.86,1,2714.32,701,2530.6,1133.28,3,83.83333333,22.5,1616.48
21-07-2024,sesame,Karnataka,kharif,417.16,2942413.33,7053.49,1,789.18,701,2530.6,452.25,1,54.5,54,878.11
21-07-2024,mustard,Punjab,kharif,121.07,554938.03,4583.57,1,789.18,701,2530.6,566.03,2,85,43,262.34
22-07-2024,groundnut,Bihar,kharif,62.15,315825.82,5081.9,1,1114.27,3747.37,3353.84,302.34,1,83.83333333,22.5,1616.48
22-07-2024,soybean,Odisha,kharif,574.22,2373034.15,4132.59,1,1114.27,2994.2,4995.82,681.85,3,78.33333333,26,890.66
22-07-2024,sunflower,Karnataka,kharif,125.25,542741.44,4333.36,1,1114.27,2994.2,4995.82,600.05,3,125.5,12,639.84
22-07-2024,sunflower,Odisha,kharif,288.2,1111467.87,3856.56,1,1114.27,2994.2,4995.82,600.05,3,125.5,12,639.84
23-07-2024,groundnut,Rajasthan,kharif,424.09,2190888.85,5166.08,1,499.81,2994.2,4995.82,1322.56,5,75,70,468.84
23-07-2024,mustard,Rajasthan,kharif,192.67,788983.53,4095.02,1,499.81,2994.2,4995.82,1322.56,5,145.3333333,24.66666667,874.22
23-07-2024,sesame,Gujarat,kharif,539.15,3793188.96,7035.54,1,499.81,2994.2,4995.82,699.65,3,102.75,22.5,632.5
24-07-2024,sunflower,Punjab,kharif,490.13,1874079.89,3823.68,1,3185.55,3262.33,3406.3,1303.73,5,123,18,40.06
24-07-2024,groundnut,Gujarat,kharif,589.18,3157398.81,5358.94,1,499.81,3718.65,639.98,116.91,1,90.75,29,1700.06
24-07-2024,soybean,Telangana,kharif,245.7,981326.63,3994.07,1,499.81,3262.33,3406.3,961.88,3,156.6666667,24,714.48
25-07-2024,sesame,Odisha,kharif,182.84,1166836.93,6381.84,1,3185.55,3262.33,3406.3,210.54,1,25,29,289.62
25-07-2024,soybean,Telangana,kharif,482.84,1908798.35,3953.27,1,3185.55,3306.63,2899.52,210.54,1,40.5,19.5,816.03
25-07-2024,mustard,Bihar,kharif,51.67,235976.3,4567.11,1,3185.55,3262.33,3406.3,444.34,1,123,18,40.06
26-07-2024,sesame,Uttar Pradesh,kharif,537.66,3490669.08,6492.29,1,697.82,20312.81,3825.73,926.77,2,35.5,30.5,400.48
26-07-2024,sunflower,Karnataka,kharif,683.11,2393894.66,3504.39,1,1313.14,20312.81,3825.73,406.43,2,148,20,1126.19
26-07-2024,mustard,Madhya Pradesh,kharif,204.37,917965.06,4491.71,1,3185.55,1345.75,1237.85,278.5,1,85.6,34,1239.92
27-07-2024,soybean,Andhra Pradesh,kharif,392.09,1836448.55,4683.7,1,1313.14,20312.81,3825.73,1724.36,4,93.66666667,34.33333333,639.04
27-07-2024,soybean,Karnataka,kharif,735.2,3652301.14,4967.79,1,1313.14,3345.78,4561.67,1724.36,4,93.66666667,34.33333333,639.04
27-07-2024,sunflower,Madhya Pradesh,kharif,564.8,2306048.51,4082.94,1,1313.14,3345.78,4561.67,412.04,1,170,15,234.12
28-07-2024,mustard,Telangana,kharif,70.88,294706.21,4157.56,1,370.88,1318.76,2301.24,460.12,2,122,26.5,895.27
28-07-2024,mustard,Uttar Pradesh,kharif,169.78,933414.05,5497.92,1,370.88,1414.43,2092.59,460.12,2,122,26.5,895.27
28-07-2024,soybean,Rajasthan,kharif,360.73,1734291.82,4807.73,1,370.88,1414.43,2092.59,544.2,2,82.25,16.25,809.65
28-07-2024,sunflower,Haryana,kharif,137.69,558694.17,4057.62,1,370.88,1414.43,2092.59,797.76,2,111.6,21.2,1339.88
29-07-2024,mustard,Andhra Pradesh,kharif,116.32,543839.74,4675.32,1,370.88,1275.76,804.75,797.76,2,172,34.5,598.37
29-07-2024,mustard,Haryana,kharif,76.69,368768.24,4808.43,1,370.88,1275.76,804.75,797.76,2,172,34.5,598.37
29-07-2024,sesame,Punjab,kharif,305.56,1991091.94,6516.3,1,1004.74,1275.76,804.75,797.76,2,30.75,23.25,620.07
30-07-2024,groundnut,Punjab,kharif,107.39,551979.39,5140.03,1,1004.74,1275.76,804.75,487.68,1,136,37.6,1366.74
30-07-2024,groundnut,Rajasthan,kharif,321.3,1765426.09,5494.66,1,1004.74,1275.76,804.75,487.68,1,136,37.6,1366.74
30-07-2024,mustard,Madhya Pradesh,kharif,148.67,794351.98,5343.08,1,1004.74,1301.43,255.93,905.74,2,94,27,138.28
31-07-2024,sunflower,Haryana,kharif,119.23,439699.58,3687.7,1,1004.74,743.28,1874.71,458.53,1,176,19,612.9
31-07-2024,soybean,Gujarat,kharif,537.28,2694429.9,5014.96,1,1004.74,2864.49,6666.61,755.65,3,109,6,458.03
01-08-2024,groundnut,Punjab,kharif,293.43,1578464.71,5379.37,1,955.53,743.28,1874.71,275.22,2,102.5,27.75,1109.47
01-08-2024,sesame,Haryana,kharif,163.8,1082278.3,6607.42,1,1411.92,14980.13,1581.49,426.52,2,129.6666667,37.33333333,1222.27
01-08-2024,soybean,Andhra Pradesh,kharif,223.36,1090684.32,4883.12,1,1444.88,2848.09,5440.27,1558.04,5,10,44,419.51
02-08-2024,mustard,Bihar,kharif,172.65,913233.09,5289.55,1,473.95,2848.09,5440.27,1720.71,6,118.6,38.2,1394.92
02-08-2024,sunflower,Gujarat,kharif,694.04,2401968.06,3460.83,1,895.4,2848.09,5440.27,297.65,1,138.5,7.5,392.99
02-08-2024,sunflower,Odisha,kharif,479.08,1917921.63,4003.35,1,895.4,2848.09,5440.27,297.65,1,138.5,7.5,392.99
03-08-2024,mustard,Punjab,kharif,49.29,248158.96,5034.78,1,895.4,2848.09,5440.27,748.6,2,155,13.66666667,593.34
03-08-2024,sunflower,Odisha,kharif,346.3,1426655.81,4119.66,1,1093.74,2848.09,5440.27,909.99,3,109.3333333,46,886.53
03-08-2024,sunflower,Telangana,kharif,555.84,2093373.6,3766.16,1,1093.74,2848.09,5440.27,909.99,3,109.3333333,46,886.53
03-08-2024,sunflower,Uttar Pradesh,kharif,550.18,2008083.03,3649.87,1,1093.74,818.44,4161.24,909.99,3,109.3333333,46,886.53
04-08-2024,soybean,Haryana,kharif,232.13,1009390.07,4348.36,1,1115.99,3072.17,3837.58,129.17,1,252,23.5,566.04
04-08-2024,groundnut,Gujarat,kharif,41.16,221703.11,5386.56,1,853.66,4036.75,2290.14,529.58,2,109.3333333,46,886.53
04-08-2024,groundnut,Maharashtra,kharif,468.66,2147631.89,4582.45,1,853.66,4036.75,2290.14,529.58,2,109.3333333,46,886.53
04-08-2024,sesame,Gujarat,kharif,519.24,3355795.89,6462.9,1,853.66,4036.75,2290.14,404.52,1,45.5,9,356.01
05-08-2024,sesame,Haryana,kharif,97.8,551517.12,5639.17,1,2012.27,14358.47,3754.38,239.9,2,171,43,374.56
05-08-2024,sunflower,Odisha,kharif,448.38,1475262.42,3290.2,1,2012.27,14358.47,3754.38,908.05,3,131.75,17.25,767.67
05-08-2024,groundnut,Telangana,kharif,43.43,213784.81,4922.49,1,1115.99,4074.91,1393.93,252.76,2,58,25.4,679.72
05-08-2024,sesame,Gujarat,kharif,389.85,2765891.48,7094.73,1,2012.27,4074.91,1393.93,239.9,2,171,43,374.56
06-08-2024,sesame,Karnataka,kharif,373.26,2382649.5,6383.39,1,2012.27,14358.47,3754.38,639.71,2,237.5,42,401.86
06-08-2024,soybean,Andhra Pradesh,kharif,785.05,3225211.59,4108.29,1,2012.27,14358.47,3754.38,802.43,2,130,23.66666667,1146.78
06-08-2024,sunflower,Bihar,kharif,100.87,410374.03,4068.48,1,1362.46,14358.47,3754.38,422.81,3,107,11.5,357.47
07-08-2024,groundnut,Andhra Pradesh,kharif,231.68,1384833.78,5977.42,1,1362.46,14358.47,3754.38,271.79,2,40.66666667,26,630.56
07-08-2024,mustard,Rajasthan,kharif,95.54,398414.1,4170.06,1,422.43,1340.55,398.78,1133.67,4,111.5,18,692.97
07-08-2024,sunflower,Gujarat,kharif,508.73,1887507.24,3710.22,1,865.1,1340.55,398.78,504.15,2,171.5,43,826.62
08-08-2024,groundnut,Uttar Pradesh,kharif,94.99,480603.3,5059.45,1,865.1,1340.55,398.78,904.59,2,180,34,362.55
08-08-2024,mustard,Madhya Pradesh,kharif,294.5,1271677.85,4318.02,1,865.1,1340.55,398.78,739.5,2,135.7142857,31.85714286,1929.84
08-08-2024,sesame,Punjab,kharif,380.54,2239377.11,5884.73,1,865.1,1340.55,398.78,166.65,1,198.6666667,32.66666667,983.95
08-08-2024,soybean,Haryana,kharif,454.23,2191190.45,4823.98,1,2297.12,3363.53,4767.64,1569.37,4,151.5,44,643.69
09-08-2024,sesame,Karnataka,kharif,373.74,2282615.2,6107.51,1,2297.12,3363.53,4767.64,318.83,1,98,22,674.47
09-08-2024,sunflower,Andhra Pradesh,kharif,286.02,1115059.91,3898.59,1,2943.34,3363.53,4767.64,318.83,1,55,21,1045.05
10-08-2024,mustard,Gujarat,kharif,268.04,1165450.77,4347.99,1,2616.66,1257.68,568.93,292.78,1,79,40.16666667,1503.19
10-08-2024,sesame,Karnataka,kharif,270.41,1988312.77,7352.84,1,2616.66,1257.68,568.93,253.74,1,40,11,314.19
10-08-2024,groundnut,Odisha,kharif,136.01,692346.08,5090.26,1,2616.66,3363.53,4767.64,448.57,2,124,20,20.78
10-08-2024,mustard,Bihar,kharif,44.03,184737.67,4196.07,1,2616.66,3363.53,4767.64,292.78,1,79,40.16666667,1503.19
11-08-2024,mustard,Telangana,kharif,209.33,996367.6,4759.77,1,2616.66,1257.68,568.93,319.92,1,116.5,28.16666667,1706.81
11-08-2024,sesame,Rajasthan,kharif,330.82,2109612.2,6376.86,1,2616.66,14475.04,1429.41,319.92,1,112.75,32.75,1441.05
11-08-2024,soybean,Karnataka,kharif,454.44,1821279.31,4007.73,1,2616.66,14475.04,1429.41,319.92,1,60.5,40.5,780.34
11-08-2024,sunflower,Odisha,kharif,43.38,142953.79,3295.3,1,1916.44,640.26,4977.47,1181.35,3,192.6666667,34.66666667,774.74
12-08-2024,mustard,Madhya Pradesh,kharif,106.34,440701.54,4144.22,1,1916.44,1278.95,559.86,985.03,3,31.5,29.5,696.81
12-08-2024,sesame,Punjab,kharif,243.6,1463200.82,6006.61,1,1916.44,1278.95,559.86,631.76,3,77,2,496.55
12-08-2024,soybean,Bihar,kharif,452.71,2327403.53,5141.03,1,1916.44,1278.95,559.86,1080.99,5,85,41,591.19
13-08-2024,sunflower,Bihar,kharif,81.71,321631.81,3936.46,1,811.76,1386.92,1722.04,379.99,1,131,7.5,891.93
13-08-2024,groundnut,Rajasthan,kharif,256.61,1472378.25,5737.87,1,1916.44,1278.95,559.86,1080.99,5,49,8.5,636.72
13-08-2024,mustard,Rajasthan,kharif,43.68,208873.27,4782.1,1,835.39,1386.92,1722.04,455.35,1,97.25,26.75,800.1
14-08-2024,groundnut,Uttar Pradesh,kharif,227.76,1326415.98,5823.74,1,811.76,3130.46,1549.6,461.04,3,37,27,385.34
14-08-2024,soybean,Uttar Pradesh,kharif,331.12,1407424.8,4250.51,1,2293.18,3130.46,1549.6,768.42,3,40,13.66666667,905.4
15-08-2024,groundnut,Karnataka,kharif,314.11,1459403.75,4646.15,1,768.83,3130.46,1549.6,434.96,1,45.2,20.6,970.74
15-08-2024,mustard,Gujarat,kharif,302.2,1476766.16,4886.64,1,768.83,1272.43,1481.16,1518.53,4,98.66666667,39,742.33
15-08-2024,sesame,Karnataka,kharif,220.53,1532731.66,6950.1,1,768.83,1272.43,1481.16,508.94,2,143.25,30.5,1099.67
15-08-2024,soybean,Haryana,kharif,400.52,1979613.65,4942.62,1,768.83,3291.69,2271.35,508.94,2,68,30.75,907.01
16-08-2024,soybean,Gujarat,kharif,190.45,815441.84,4281.66,1,1176.18,3406.92,1125.36,827.09,3,136,37,360.62
16-08-2024,sesame,Haryana,kharif,117.05,681230.43,5819.93,1,768.83,3291.69,2271.35,827.09,3,82,29.5,435.12
